,title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
2024,Add: general contributing guide,2023-04-17 19:11:59,closed,,lwasser,United States,staff,handbook,pulls
2025,Fix: remove sphinx link from footer (no https),2023-01-30 22:51:58,closed,,lwasser,United States,staff,handbook,pulls
2026,Fix: move to sphinx data and add ivan as coc steward,2023-01-30 19:02:26,closed,,lwasser,United States,staff,handbook,pulls
2027,Fix: cleanup of notes and left bar links,2023-01-25 18:10:17,closed,,lwasser,United States,staff,handbook,pulls
2028,COC fix urls,2023-01-25 17:33:28,closed,,lwasser,United States,staff,handbook,pulls
2029,ADD: code of conduct to governance documents,2022-12-21 18:22:24,closed,,lwasser,United States,staff,handbook,pulls
2030,Coc,2022-11-22 23:20:51,closed,,lwasser,United States,staff,handbook,pulls
2031,"CONTENT: added mission, values and 3 years of meeting notes ✨ ",2022-10-10 17:16:54,closed,,lwasser,United States,staff,handbook,pulls
2032,CONTENT: good beginning structure for governance,2022-10-06 18:46:32,closed,,lwasser,United States,staff,handbook,pulls
2033,Rebase against main,2022-10-06 17:06:05,closed,,lwasser,United States,staff,handbook,pulls
2034,:construction: Update readme / under construction ,2022-10-06 16:45:37,closed,,lwasser,United States,staff,handbook,pulls
2035,INFRA: sphinx book theme setup,2022-09-29 16:20:59,closed,,lwasser,United States,staff,handbook,pulls
2036,Initial book content: organization structure and landing page,2022-09-28 19:16:14,closed,,lwasser,United States,staff,handbook,pulls
2037,removing images,2019-08-16 16:01:20,closed,,choldgraf,California,staff,handbook,pulls
2038,"Add meeting notes for May 30 and June 20, 2019",2019-06-26 16:52:07,closed,,jlpalomino,,staff,handbook,pulls
2039,Add meeting notes from 5-9-19 meeting,2019-05-17 17:03:28,closed,,jlpalomino,,staff,handbook,pulls
2040,Add meeting notes for 04-18-19,2019-04-29 16:10:20,closed,,jlpalomino,,staff,handbook,pulls
2041,Add notes for 4-4-19 meeting,2019-04-09 16:19:51,closed,,jlpalomino,,staff,handbook,pulls
2042,Add meeting notes for 3-21-19,2019-03-21 21:25:10,closed,,jlpalomino,,staff,handbook,pulls
2094,automata,2023-12-31 02:23:34,closed,6/pyOS-approved,eliotwrobson,"Urbana, IL",staff,software-submission,issues
2095,WasteAndMaterialFootprint - presubmission enquiry,2023-12-30 17:23:18,closed,"presubmission, ⌛ pending-maintainer-response, on-hold",Stew-McD,under the sea,staff,software-submission,issues
2096,Plenoptic,2023-11-17 20:39:40,open,"3/reviewers-assigned, ⌛ pending-maintainer-response",billbrod,"New York, NY",staff,software-submission,issues
2097,SLEPLET: Slepian Scale-Discretised Wavelets in Python (#148),2023-11-16 01:32:15,closed,"6/pyOS-approved, 9/joss-approved",paddyroddy,London,staff,software-submission,issues
2098,SLEPLET: Slepian Scale-Discretised Wavelets in Python,2023-11-08 14:48:41,closed,"presubmission, Submission Requested",paddyroddy,London,staff,software-submission,issues
2099,`sunpy` Review,2023-10-30 18:45:06,closed,6/pyOS-approved,nabobalis,"Palo Alto, CA, USA",staff,software-submission,issues
2100,ncompare,2023-10-25 13:12:48,closed,"6/pyOS-approved, 9/joss-approved",danielfromearth,,staff,software-submission,issues
2101,Presubmission inquiry for Fast Dash,2023-10-20 09:13:39,closed,presubmission,dkedar7,"Albany, NY",staff,software-submission,issues
2102,"rdata, read R datasets from Python",2023-10-20 08:26:10,open,6/pyOS-approved,vnmabus,"Frankfurt, Germany",staff,software-submission,issues
2103,"Presubmission inquiry: rdata, read R datasets from Python",2023-10-19 11:52:43,closed,presubmission,vnmabus,"Frankfurt, Germany",staff,software-submission,issues
2104,Presubmission inquiry: netCDF comparison tool python package,2023-10-13 14:52:42,closed,presubmission,danielfromearth,,staff,software-submission,issues
2105,Presubmission inquiry: PixAnalyzer python package,2023-10-11 14:17:34,closed,presubmission,HMYamano,,staff,software-submission,issues
2106,Presubmission inquiry: A python package for complete coverage path planning,2023-10-09 12:01:51,closed,presubmission,sanjeevrs2000,,staff,software-submission,issues
2107,Add config json to skip 403 url errors,2023-09-27 18:07:00,closed,,lwasser,United States,staff,software-submission,issues
2108,EOmaps,2023-09-26 12:14:47,closed,6/pyOS-approved,raphaelquast,Vienna,staff,software-submission,issues
2109,EOmaps,2023-09-21 18:03:49,closed,"presubmission, Submission Requested",raphaelquast,Vienna,staff,software-submission,issues
2110,Presubmission: pywikipathways,2023-09-13 07:18:05,closed,"presubmission, Submission Requested",kozo2,"Tokyo, Japan",staff,software-submission,issues
2111,presubmission inquiry: automata,2023-09-11 00:22:02,closed,"presubmission, Submission Requested",eliotwrobson,"Urbana, IL",staff,software-submission,issues
2112,presubmission inquiry: THzTools,2023-09-08 05:48:33,closed,"presubmission, Submission Requested",jsdodge,,staff,software-submission,issues
2113,Failure in CI: OSI website returns 403 (not a review),2023-09-07 13:50:59,closed,,isabelizimm,"Florida, USA",staff,software-submission,issues
2114,Presubmission: harmonize-wq,2023-09-01 18:03:57,closed,"presubmission, Submission Requested",jbousquin,"Gulf Breeze, FL",staff,software-submission,issues
2115,Presubmission Inquiry for HaploDynamics,2023-08-29 06:14:36,closed,"presubmission, ⌛ pending-maintainer-response, Submission Requested",remytuyeras,Cambridge (MA),staff,software-submission,issues
2116,Add JOSS DOI to review issue metadata,2023-08-29 01:48:34,closed,,isabelizimm,"Florida, USA",staff,software-submission,issues
2117,`sourmash` submission,2023-08-14 21:02:57,closed,"6/pyOS-approved, 9/joss-approved",bluegenes,"San Diego, CA",staff,software-submission,issues
2118,GemGIS - Spatial Data Processing for Geomodeling,2023-08-08 07:11:59,open,"4/reviews-in-awaiting-changes, ⌛ pending-maintainer-response, on-hold",AlexanderJuestel,,staff,software-submission,issues
2119,Delete submit-software-for-review-DRAFT-PLEASE-DO-NOT-USE.yaml,2023-08-07 22:38:09,closed,,NickleDave,Charm City,staff,software-submission,issues
2120,Presubmission Inquiry: GemGIS - Spatial Data Processing for Geomodeling,2023-08-07 10:14:01,closed,presubmission,AlexanderJuestel,,staff,software-submission,issues
2121,PsychoAnalyze,2023-08-04 19:38:38,open,"0/pre-review-checks, ⌛ pending-maintainer-response, on-hold",schlich,"St Louis, MO",staff,software-submission,issues
2122,Not a review - missing date_accepted metadata for 3 packages,2023-07-28 21:13:37,closed,help wanted,lwasser,United States,staff,software-submission,issues
2123,"Typo: ""resubmission"" -> ""presubmission""",2023-07-27 23:57:11,closed,,schlich,"St Louis, MO",staff,software-submission,issues
2124,`sciform` review,2023-07-21 04:41:08,closed,6/pyOS-approved,jagerber48,,staff,software-submission,issues
2125,`astartes`,2023-07-10 22:12:51,closed,"6/pyOS-approved, 9/joss-approved",JacksonBurns,MIT,staff,software-submission,issues
2126,Redo software submission form for pyOpenSci,2023-07-06 09:03:24,closed,,juanis2112,"Santa Cruz, California",staff,software-submission,issues
2127,Fix: Remove note about submitting to JOSS in template,2023-06-27 22:19:18,closed,,lwasser,United States,staff,software-submission,issues
2128,XGI,2023-06-08 16:15:32,closed,"6/pyOS-approved, 9/joss-approved",nwlandry,"Burlington, VT",staff,software-submission,issues
2129,Presubmission Inquiry for sciform (float -> string scientific formatting),2023-06-07 06:19:44,closed,"presubmission, Submission Requested",jagerber48,,staff,software-submission,issues
2130,Update: New submission form ,2023-06-06 19:32:52,closed,,lwasser,United States,staff,software-submission,issues
2131,Feature: Quack Quack - Application Runner,2023-05-18 12:31:51,closed,"New Submission!, currently-out-of-scope",socek,Tarnowskie Góry / Poland,staff,software-submission,issues
2132,"climate_indices (drought monitoring, SPI, SPEI, etc.)",2023-05-12 19:51:24,open,"0/pre-review-checks, ⌛ pending-maintainer-response",monocongo,,staff,software-submission,issues
2133,BioCypher submission,2023-05-04 18:08:32,closed,6/pyOS-approved,slobentanzer,,staff,software-submission,issues
2134,Update issue metadata for all reviews,2023-04-24 18:52:41,closed,,lwasser,United States,staff,software-submission,issues
2135,Adding people as contribs in this issue - NOT a review,2023-04-24 18:06:28,closed,,lwasser,United States,staff,software-submission,issues
2136,Rename yaml software-submission template temporarily,2023-04-22 22:58:45,closed,,NickleDave,Charm City,staff,software-submission,issues
2137,Rename yaml software-submission template temporarily,2023-04-22 22:56:29,closed,,NickleDave,Charm City,staff,software-submission,issues
2138,Add initial .yaml submission template,2023-04-22 21:50:01,closed,,mccrayjr,"Washington, DC",staff,software-submission,issues
2139,testing,2023-04-22 21:35:16,closed,,mccrayjr,"Washington, DC",staff,software-submission,issues
2140,cardsort: analyzing data from open card sorting tasks,2023-04-20 11:29:27,closed,6/pyOS-approved,katoss,"Paris, France",staff,software-submission,issues
2141,Presubmission inquiry for cardsort,2023-04-18 09:21:55,closed,presubmission,katoss,"Paris, France",staff,software-submission,issues
2142,Presubmission inquiry for plenoptic,2023-04-12 19:17:36,closed,presubmission,billbrod,"New York, NY",staff,software-submission,issues
2143,FawltyDeps: a dependency checker for Python projects,2023-04-02 12:01:54,closed,"0/pre-review-checks, New Submission!, currently-out-of-scope",mknorps,"Toruń/Gdynia, Poland ",staff,software-submission,issues
2144,afscgap: Ocean health tools for NOAA AFSC GAP species presence data,2023-03-25 00:27:27,closed,"6/pyOS-approved, 9/joss-approved",sampottinger,,staff,software-submission,issues
2145,Update broken links in issue template,2023-03-23 19:19:04,closed,,cmarmo,,staff,software-submission,issues
2146,afscgap: Ocean health tools for NOAA AFSC GAP species presence data [presubmission],2023-03-17 21:09:19,closed,presubmission,sampottinger,,staff,software-submission,issues
2147,Add workflow for format checking of markdown files; fix minor formatting errors,2023-03-08 11:31:14,closed,,BenjaminRodenberg,,staff,software-submission,issues
2148,taxpasta: TAXonomic Profile Aggregation and STAndardisation,2023-03-02 16:50:50,closed,"6/pyOS-approved, 9/joss-approved",Midnighter,"Copenhagen, Denmark",staff,software-submission,issues
2149,bibat: a batteries-included Bayesian analysis template,2023-03-01 14:16:51,closed,6/pyOS-approved,teddygroves,,staff,software-submission,issues
2150,bibat: Batteries-included Bayesian analysis template,2023-02-21 15:38:59,closed,presubmission,teddygroves,,staff,software-submission,issues
2151,Python-graphblas: high-performance sparse linear algebra for scalable graph analytics,2023-02-04 23:07:20,closed,6/pyOS-approved,eriknw,"Austin, TX",staff,software-submission,issues
2152,Hamilton,2023-02-01 20:37:10,open,"0/pre-review-checks, on-hold",skrawcz,San Francisco,staff,software-submission,issues
2153,Hamilton,2023-01-25 06:36:00,closed,presubmission,skrawcz,San Francisco,staff,software-submission,issues
2154,Xclim : Xarray-based climate data analytics,2023-01-16 16:59:20,closed,"6/pyOS-approved, 9/joss-approved, Pangeo",Zeitsperre,"Montreal, Canada",staff,software-submission,issues
2155,Update broken links in submission template,2023-01-12 23:02:59,closed,,cmarmo,,staff,software-submission,issues
2156,Add Pangeo as a partner to our submission form,2023-01-12 17:14:30,closed,,lwasser,United States,staff,software-submission,issues
2157,Fix: Update the readme - it's about 4 years old,2023-01-11 21:23:13,closed,,lwasser,United States,staff,software-submission,issues
2158,crowsetta: A Python tool to work with any format for annotating animal vocalizations and bioacoustics data.,2023-01-03 19:39:16,closed,"6/pyOS-approved, 9/joss-approved",NickleDave,Charm City,staff,software-submission,issues
2159,"Pynteny: a Python package to perform synteny-aware, profile HMM-based searches in sequence databases",2022-12-16 22:02:53,closed,"6/pyOS-approved, 9/joss-approved",Robaina,Atlantic Ocean,staff,software-submission,issues
2160,Add code of conduct & guidelines refs to presubmission template,2022-12-14 07:27:16,closed,,Batalex,,staff,software-submission,issues
2161,"Pynteny: a Python package to perform synteny-aware, profile HMM-based searches in sequence databases",2022-12-05 11:58:14,closed,presubmission,Robaina,Atlantic Ocean,staff,software-submission,issues
2162,TODO: Update template headers with package data (also supports website),2022-09-28 15:13:02,closed,help wanted,lwasser,United States,staff,software-submission,issues
2163,Presubmission inquiry for cookiecutter-cmdstanpy-analysis,2022-09-26 09:55:04,closed,presubmission,teddygroves,,staff,software-submission,issues
2164,add survey link to software-review,2022-09-22 17:31:45,closed,,lwasser,United States,staff,software-submission,issues
2165,PyGMTSAR (Python GMTSAR),2022-09-17 04:31:21,closed,"0/pre-review-checks, currently-out-of-scope",AlexeyPechnikov,,staff,software-submission,issues
2166,I NEED HELP,2022-09-15 20:38:08,closed,Help Request,lwasser,United States,staff,software-submission,issues
2167,TDDA (Test-Driven Data Analysis) Python Library,2022-09-14 16:49:04,closed,presubmission,njr0,,staff,software-submission,issues
2168,Removing we are on pause from the submission template,2022-09-13 22:54:04,closed,,lwasser,United States,staff,software-submission,issues
2169,Presubmission enquiry for genomepy,2022-09-02 07:15:42,closed,presubmission,simonvh,the Netherlands,staff,software-submission,issues
2170,pyos on pause note,2022-06-28 23:01:30,closed,,lwasser,United States,staff,software-submission,issues
2171,hudpy: A Python interface for the US Department of Housing and Urban Development APIs,2022-06-13 05:33:45,closed,"0/pre-review-checks, New Submission!, on-hold",etam4260,"United States, Maryland",staff,software-submission,issues
2172,Change indentation in template submit-software-for-review.md?,2022-04-30 15:12:28,closed,,NickleDave,Charm City,staff,software-submission,issues
2173,humpi: The python code for the Hurricane Maximum Potential Intensity (HuMPI) model,2022-04-27 12:14:22,closed,"0/pre-review-checks, ⌛ pending-maintainer-response, New Submission!",apalarcon,"Galicia, Spain",staff,software-submission,issues
2174,Ocetrac: A Python package to track the spatiotemporal evolution of marine heatwaves,2022-02-23 19:26:19,closed,"0/pre-review-checks, 2/seeking-reviewers, ⌛ pending-maintainer-response",hscannell,"Boulder, CO",staff,software-submission,issues
2175,Sevivi: A Rendering Tool to Generate Videos With Synchronized Sensor Data ,2021-12-30 13:55:10,closed,"4/reviews-in-awaiting-changes, ⌛ pending-maintainer-response",justamad,,staff,software-submission,issues
2176,Ocetrac: A Python package to track the spatiotemporal evolution of marine heatwaves,2021-11-30 18:52:06,closed,"0/pre-review-checks, New Submission!, on-hold",hscannell,"Boulder, CO",staff,software-submission,issues
2177,eXplaianble tool for scientists - Deep Insight And Neural Networks Analysis (DIANNA),2021-11-24 16:51:10,closed,"presubmission, currently-out-of-scope",elboyran,Amsterdam,staff,software-submission,issues
2178,"Presubmission Inquiry: Visualization Tool: Sevivi, a python package and CLI tool to generate videos of sensor data graphs synchronized to a video of the sensor movement",2021-11-18 15:57:33,closed,presubmission,enra64,,staff,software-submission,issues
2179,Presubmission inquiry: QuTiP,2021-09-01 15:13:17,closed,"presubmission, currently-out-of-scope",hodgestar,"Cape Town, South Africa",staff,software-submission,issues
2180,Jointly: A Python Package for synchronizing multiple sensors with accelerometers,2021-08-31 12:58:45,closed,6/pyOS-approved,enra64,,staff,software-submission,issues
2181,Typo fixes to the pre-submission template,2021-07-23 11:27:29,closed,,leouieda,"São Paulo, Brazil",staff,software-submission,issues
2182,PyGMT:  A Python interface for the Generic Mapping Tools,2021-07-23 00:37:07,closed,6/pyOS-approved,weiji14,,staff,software-submission,issues
2183,CR-Sparse: XLA accelerated algorithms for inverse problems in sparse representations and compressive sensing ,2021-07-07 05:15:53,closed,presubmission,shailesh1729,"Noida, India",staff,software-submission,issues
2184,Help request - Prepare a Python repository for submission,2021-06-29 17:58:01,closed,Help Request,jonmatthis,Boston MA USA,staff,software-submission,issues
2185,inteq: a package to solve integral equations,2021-06-19 22:04:31,closed,"presubmission, currently-out-of-scope",mwt,"Washington, DC",staff,software-submission,issues
2186,PyMedPhys,2021-05-06 07:54:58,closed,presubmission,SimonBiggs,"Australia, NSW",staff,software-submission,issues
2187,PhylUp: updating alignments with custom taxon sampling,2021-04-13 20:01:45,closed,Help Request,mkandziora,,staff,software-submission,issues
2188,"Devicely: A Python package for reading, timeshifting and writing sensor data",2021-04-03 19:25:41,closed,"6/pyOS-approved, 9/joss-approved",arianesasso,"Berlin, Germany",staff,software-submission,issues
2189,pyDataverse: a Python module for Dataverse,2021-03-24 23:21:24,closed,"presubmission, ⌛ pending-maintainer-response",skasberger,Vienna,staff,software-submission,issues
2190,Submission: easysklearn (Python),2021-03-19 08:19:52,closed,,hellosakshi,Vancouver,staff,software-submission,issues
2191,eazieda (Python),2021-03-18 23:01:58,closed,"0/pre-review-checks, New Submission!",arashshams,"Vancouver, CA",staff,software-submission,issues
2192,tweepyclean (Python),2021-03-17 22:09:17,closed,"0/pre-review-checks, New Submission!",calsvein,canada,staff,software-submission,issues
2193,tweepyclean (Python),2021-03-17 21:59:11,closed,"0/pre-review-checks, New Submission!",calsvein,canada,staff,software-submission,issues
2194,"OpenOmics: Library for integration of multi-omics, annotation, and interaction data",2021-01-01 19:54:20,closed,"6/pyOS-approved, 9/joss-approved",JonnyTran,"Seattle, WA",staff,software-submission,issues
2195,OpenOmics: Presubmission Inquiry,2020-12-11 06:39:51,closed,presubmission,JonnyTran,"Seattle, WA",staff,software-submission,issues
2196,Update PyOpenSci links to guidebook,2020-12-01 17:48:02,closed,,dcslagel,"Longmont, CO, USA",staff,software-submission,issues
2197,Presubmission Inquiry: Submit Conda environment to pyOpenSci?,2020-11-02 01:43:58,closed,presubmission,calekochenour,"Colorado, United States",staff,software-submission,issues
2198,Presubmission Inquiry: pyhf,2020-10-03 05:24:20,closed,presubmission,matthewfeickert,"Denton, Texas",staff,software-submission,issues
2199,Physcraper: Automated phylogenetic updating,2020-07-15 22:31:52,closed,6/pyOS-approved,snacktavish,,staff,software-submission,issues
2200,pystiche: A Framework for Neural Style Transfer,2020-07-02 12:57:08,closed,"6/pyOS-approved, 9/joss-approved",pmeier,Germany,staff,software-submission,issues
2201,Phenopype: a phenotyping pipeline for Python,2020-05-04 16:51:36,closed,6/pyOS-approved,mluerig,Sweden,staff,software-submission,issues
2202,Phenopype: a phenotyping pipeline for Python,2020-03-26 16:57:45,closed,"presubmission, Submission Requested",mluerig,Sweden,staff,software-submission,issues
2203,Presubmission Inquiry: pystiche,2020-03-10 13:12:08,closed,presubmission,pmeier,Germany,staff,software-submission,issues
2204,pyrolite Submission,2020-02-19 04:54:35,closed,"6/pyOS-approved, 9/joss-approved",morganjwilliams,"VIC, Australia",staff,software-submission,issues
2205,Submit pydov for review,2020-01-27 11:41:02,closed,"0/pre-review-checks, 3/reviewers-assigned, 4/reviews-in-awaiting-changes, needs-website-content",stijnvanhoey,,staff,software-submission,issues
2206,MovingPandas: Software Submission for Review,2020-01-06 17:13:27,closed,6/pyOS-approved,anitagraser,,staff,software-submission,issues
2207,pyrolite Presubmission Inquiry,2019-12-17 02:43:47,closed,"presubmission, Submission Requested",morganjwilliams,"VIC, Australia",staff,software-submission,issues
2208,ObsPy: Software Submission for Review,2019-12-12 00:42:45,closed,"0/pre-review-checks, 3/reviewers-assigned, on-hold",megies,,staff,software-submission,issues
2209,MF2: Multi-Fidelity Functions,2019-11-23 20:57:14,closed,presubmission,sjvrijn,"Leiden, Netherlands",staff,software-submission,issues
2210,MovingPandas: Presubmission Inquiry,2019-11-09 15:58:05,closed,presubmission,anitagraser,,staff,software-submission,issues
2211,Presubmission Inquiry: pyBHL,2019-08-19 18:35:12,closed,presubmission,MikeTrizna,"Washington, DC",staff,software-submission,issues
2212,Pandera: A flexible and expressive pandas data validation library.,2019-08-14 22:21:25,closed,6/pyOS-approved,cosmicBboy,"Atlanta, GA, US",staff,software-submission,issues
2213,add submit issue / PR as default,2019-06-20 21:08:22,closed,,lwasser,United States,staff,software-submission,issues
2214,[WIP] Updating the issue template to be more specific about readme requirements and usability items ,2019-06-20 20:57:26,closed,,lwasser,United States,staff,software-submission,issues
2215,Avoid tagging a user account.,2019-06-03 12:29:45,closed,,ocefpaf,"Florianópolis, SC",staff,software-submission,issues
2216,adding link to templates to the issue submission,2019-05-30 20:25:27,closed,,lwasser,United States,staff,software-submission,issues
2217,Nbless: Software Submission for Review (APPROVED & ACCEPTED),2019-05-30 18:27:38,closed,6/pyOS-approved,marskar,"Rockville/Bethesda, Maryland",staff,software-submission,issues
2218,Gitone: Combine multiple git version controls steps into one,2019-05-18 15:01:43,closed,presubmission,marskar,"Rockville/Bethesda, Maryland",staff,software-submission,issues
2219,"Rmdawn: (de)construct, convert, and render R Markdown (IN SCOPE) ",2019-05-18 14:18:21,closed,"presubmission, Submission Requested",marskar,"Rockville/Bethesda, Maryland",staff,software-submission,issues
2220,"Nbless: (de)construct, convert, execute, and prepare slides from Jupyter notebooks.",2019-05-18 13:51:27,closed,"presubmission, Submission Requested",marskar,"Rockville/Bethesda, Maryland",staff,software-submission,issues
2221,EarthPy: Software Submission for Review,2019-05-08 15:02:14,closed,"6/pyOS-approved, 9/joss-approved",lwasser,United States,staff,software-submission,issues
2222,Pacifica Software Inquiry,2019-05-03 15:51:04,closed,"presubmission, ⌛ pending-maintainer-response",dmlb2000,Richland Washington,staff,software-submission,issues
2223,Submit erddapy for review,2019-03-22 15:49:42,closed,"4/reviews-in-awaiting-changes, topic: data-retrieval, incomplete-closed-review, on-hold",ocefpaf,"Florianópolis, SC",staff,software-submission,issues
2239,Add config json to skip 403 url errors,2023-09-27 18:07:00,closed,,lwasser,United States,staff,software-submission,pulls
2240,Add JOSS DOI to review issue metadata,2023-08-29 01:48:34,closed,,isabelizimm,"Florida, USA",staff,software-submission,pulls
2241,Delete submit-software-for-review-DRAFT-PLEASE-DO-NOT-USE.yaml,2023-08-07 22:38:09,closed,,NickleDave,Charm City,staff,software-submission,pulls
2242,"Typo: ""resubmission"" -> ""presubmission""",2023-07-27 23:57:11,closed,,schlich,"St Louis, MO",staff,software-submission,pulls
2243,Redo software submission form for pyOpenSci,2023-07-06 09:03:24,closed,,juanis2112,"Santa Cruz, California",staff,software-submission,pulls
2244,Fix: Remove note about submitting to JOSS in template,2023-06-27 22:19:18,closed,,lwasser,United States,staff,software-submission,pulls
2245,Update: New submission form ,2023-06-06 19:32:52,closed,,lwasser,United States,staff,software-submission,pulls
2246,Rename yaml software-submission template temporarily,2023-04-22 22:58:45,closed,,NickleDave,Charm City,staff,software-submission,pulls
2247,Rename yaml software-submission template temporarily,2023-04-22 22:56:29,closed,,NickleDave,Charm City,staff,software-submission,pulls
2248,Add initial .yaml submission template,2023-04-22 21:50:01,closed,,mccrayjr,"Washington, DC",staff,software-submission,pulls
2249,testing,2023-04-22 21:35:16,closed,,mccrayjr,"Washington, DC",staff,software-submission,pulls
2250,Update broken links in issue template,2023-03-23 19:19:04,closed,,cmarmo,,staff,software-submission,pulls
2251,Add workflow for format checking of markdown files; fix minor formatting errors,2023-03-08 11:31:14,closed,,BenjaminRodenberg,,staff,software-submission,pulls
2252,Update broken links in submission template,2023-01-12 23:02:59,closed,,cmarmo,,staff,software-submission,pulls
2253,Add Pangeo as a partner to our submission form,2023-01-12 17:14:30,closed,,lwasser,United States,staff,software-submission,pulls
2254,Fix: Update the readme - it's about 4 years old,2023-01-11 21:23:13,closed,,lwasser,United States,staff,software-submission,pulls
2255,Add code of conduct & guidelines refs to presubmission template,2022-12-14 07:27:16,closed,,Batalex,,staff,software-submission,pulls
2256,add survey link to software-review,2022-09-22 17:31:45,closed,,lwasser,United States,staff,software-submission,pulls
2257,Removing we are on pause from the submission template,2022-09-13 22:54:04,closed,,lwasser,United States,staff,software-submission,pulls
2258,pyos on pause note,2022-06-28 23:01:30,closed,,lwasser,United States,staff,software-submission,pulls
2259,Typo fixes to the pre-submission template,2021-07-23 11:27:29,closed,,leouieda,"São Paulo, Brazil",staff,software-submission,pulls
2260,Update PyOpenSci links to guidebook,2020-12-01 17:48:02,closed,,dcslagel,"Longmont, CO, USA",staff,software-submission,pulls
2261,add submit issue / PR as default,2019-06-20 21:08:22,closed,,lwasser,United States,staff,software-submission,pulls
2262,[WIP] Updating the issue template to be more specific about readme requirements and usability items ,2019-06-20 20:57:26,closed,,lwasser,United States,staff,software-submission,pulls
2263,Avoid tagging a user account.,2019-06-03 12:29:45,closed,,ocefpaf,"Florianópolis, SC",staff,software-submission,pulls
2264,adding link to templates to the issue submission,2019-05-30 20:25:27,closed,,lwasser,United States,staff,software-submission,pulls
2299,✨ Use devstats to collect metadata about our packages - start with calculating pony factor,2023-07-03 20:43:00,open,enhancement,lwasser,United States,staff,peer-review-metrics,issues
2355,TODO: Package dev and tutorials,2023-11-18 00:23:14,closed,,lwasser,United States,staff,pyosPackage,issues
2356,Add: initial code and examples to example project,2023-11-17 20:22:29,closed,,lwasser,United States,staff,pyosPackage,issues
2357,[META] What do we want to see in this package?,2023-08-19 10:28:11,open,,Batalex,,staff,pyosPackage,issues
2358,Code: Create a small module that does something simple,2023-08-15 22:32:00,closed,,lwasser,United States,staff,pyosPackage,issues
2359,CI: add builds to package for ,2023-08-15 19:51:20,open,,lwasser,United States,staff,pyosPackage,issues
2383,Add: initial code and examples to example project,2023-11-17 20:22:29,closed,,lwasser,United States,staff,pyosPackage,pulls
